id,intent,query
Q090,INFORMATION,"Etcher 6번의 RF_Power/챔버 압력/엔드포인트 시그널 상관관계를 최근 72시간 데이터로 업데이트해 주세요. 상관계수와 대표 스캐터 플롯 링크가 필요합니다."
Q091,INFORMATION,"CMP 3번의 패드 교체 이후 엔드포인트 분포, 스크래치 발생률, 슬러리 유량 트렌드를 요약 리포트 형태로 제공해 주세요. 교체 전/후 비교 표도 포함해 주세요."
Q092,INFORMATION,"Diffusion 10번의 온도 프로파일 재현성 지표(샷-투-샷, 런-투-런)를 지난 3일 기준으로 산출해 주세요. 레시피별 산포와 경향성 메모도 함께 부탁드립니다."

Q093,OPTIMIZATION,"Wet 11번에서 세척 효율을 유지하면서 회전 안정도와 처리량을 동시에 개선하는 파라미터 조합을 탐색해 주세요. 용액 농도/온도/회전수의 다목적 최적안을 제안 바랍니다."
Q094,OPTIMIZATION,"Etcher 1번에서 엔드포인트 안정성과 라인 속도의 트레이드오프를 최소화하는 RF/가스/압력 세트 최적화를 요청합니다. 기대 개선폭과 검증 런 수를 수치로 제시해 주세요."
Q095,OPTIMIZATION,"PVD 8번에서 막두께 산포와 파티클 지표를 함께 개선할 수 있는 타겟 전력/시간/압력의 파레토 프론트를 제안해 주세요. 생산 영향(UPH)도 함께 평가 바랍니다."
Q096,OPTIMIZATION,"Photo 5번에서 포커스/오버레이 안정도와 스루풋 저하를 균형 있게 맞추는 보정 주기 최적화를 제시해 주세요. 주기 후보와 예상 품질 개선폭을 표로 주세요."
Q097,OPTIMIZATION,"Implanter 14번에서 도즈 균일도와 처리량을 동시에 끌어올릴 수 있는 스캔 속도/온도/빔 안정화 시퀀스 최적안을 제안해 주세요. 파일럿 검증 계획 포함 바랍니다."

Q123,ANOMALY_CHECK,"Etcher 18번에서 플라즈마 점화 직후 10초 구간의 챔버 압력이 계단형으로 출렁입니다. 같은 레시피로 두 런 연속 재현되었고, 엔드포인트 검출 시그널 SNR이 평균 대비 20% 낮습니다. 펌프 응답/가스 라인 전환/매칭 튜너 로그를 교차 확인해 즉각 보전 필요성을 판단해 주세요."
Q124,ANOMALY_CHECK,"Photo 7번 Stepper의 스테이지 X축 가속 구간에서 반복적으로 미세 진동이 관측됩니다. 오늘 오전 연속 3런에서 오버레이 잔차가 경계부에서만 치솟았고, 보정 루틴 호출 빈도도 증가했습니다. 진동/온습도 환경 로그와 스테이지 에러 로그를 함께 검토해 주세요."
Q125,ANOMALY_CHECK,"Wet 4번에서 드라이 후 잔류 수분 알람이 특정 캐리어 사용할 때만 발생합니다. 동일 캐리어로 두 런 연속 재현, 다른 캐리어에서는 정상입니다. 캐리어 홀 패턴/회전 균형/노즐 분사 맵 불일치를 중심으로 즉시 점검이 필요한지 평가해 주세요."
Q126,ANOMALY_CHECK,"PVD 13번에서 타겟 아크 발생 빈도가 지난 12시간 내 급증했습니다. 컨디셔닝 직후 두 런에서 파티클 카운트가 임계치 근처까지 상승했습니다. 전력 램프/기저 압력/로드록 오픈 이벤트 동기 로그를 확인해 타겟 결함인지 전원 품질 문제인지 구분 진단 바랍니다."
Q127,ANOMALY_CHECK,"Diffusion 3번 퍼니스에서 쿨다운 후반부의 배기 압력 변동이 평소보다 큽니다. 같은 시점에 온도 프로파일 하강 속도도 들쭉날쭉했고, 산화 두께 산포가 확대됐습니다. 배기 라인 누설/팬 제어/챔버 씰 상태를 중심으로 긴급 정지 필요 여부를 알려 주세요."

Q128,PREDICTION,"CVD 11번의 히터 존 간 온도 차가 최근 48시간 동안 선형 증가세입니다. 이 추세가 지속될 경우 다음 24/48/72시간 막두께 균일도 악화 확률과 예상 수율 하락폭을 범위로 예측해 주세요. MFC 캘리브 시나리오 유무에 따른 차이도 제시 바랍니다."
Q129,PREDICTION,"Etcher 8번에서 RF_Power 리플 표준편차가 교대 전후로 10%p씩 넓어지고 있습니다. 다음 교대까지 엔드포인트 실패율이 어느 정도로 상승할지, 레시피별 취약 구간을 확률로 제시해 주세요. 야간 전원 품질 지표 반영도 부탁드립니다."
Q130,PREDICTION,"Wet 5번의 회전 안정도 지표(RMS)가 매일 0.15씩 증가 중입니다. 72시간 내 워터마크 불량률이 임계치를 넘길 확률을 추정하고, 개입이 필요한 임계 시점을 시간대별로 제시해 주세요. 용액 교체 이벤트의 영향도 분리 평가해 주세요."
Q131,PREDICTION,"PVD 10번 진공 회복 시간 분포가 주기성(약 6시간)을 보입니다. 같은 패턴이 유지될 경우 다음 이틀 간 파티클 지표 악화 확률과 생산 영향(UPH 손실)을 예측해 주세요. 포트별 사용률 시나리오도 비교해 주세요."
Q132,PREDICTION,"Photo 9번에서 포커스 보정 주기가 점차 짧아지고 있습니다. 36시간 이내 오버레이 품질 저하로 인한 리워크 증가 가능성과 마스크별 민감도 차이를 확률/범위로 제시해 주세요. 환경 온습도 드리프트도 변수로 포함해 주세요."

Q133,CONTROL,"CMP 9번에서 엔드포인트 산포를 줄이기 위해 압력/회전수 피드백 게인과 슬러리 유량 보정 로직을 단계 적용하려 합니다. 안전 한계/적용 순서/검증 스텝과 롤백 기준을 문서화해 주세요."
Q134,CONTROL,"Etcher 17번의 엔드포인트 SNR 개선을 위해 광학센서 게인/노치 필터/매칭 튜너 파라미터를 일괄 조정하는 통합 제어안을 제안해 주세요. 실패 시 자동 원복과 인터락 조건을 명확히 해 주세요."
Q135,CONTROL,"CVD 7번에서 Gas_Flow 튐 억제를 위해 MFC 램프/압력 보상/온도 피드포워드 조합을 소폭 보정하려 합니다. 적용 순서와 모니터링 포인트, 알람 재설정 기준을 포함해 주세요."
Q136,CONTROL,"PVD 11번 타겟 컨디셔닝 조건을 재설계해 파티클을 낮추되 처리량 저하를 최소화하는 시퀀스를 만들어 주세요. 전력/시간/압력 프로파일과 합격 기준, 다운타임 최소화 절차를 포함 바랍니다."
Q137,CONTROL,"Implanter 10번에서 도즈 균일도 개선을 위해 스캔 속도/어벌추어/웨이퍼 온도 제어를 단계적으로 조정하려 합니다. 상호작용 고려한 권장 순서와 각 단계 합격 기준을 정의해 주세요."

Q138,INFORMATION,"지난 24시간 전체 라인의 주요 알람 TOP 15와 평균 해소 시간(MTTR)을 장비군/시간대별로 피벗 정리해 주세요. 이상 시간대 코멘트와 링크도 포함 바랍니다."
Q139,INFORMATION,"Etcher 3번의 최근 72시간 RF_Power/압력/엔드포인트 시그널 상관 요약과 이상 구간 주석을 업데이트해 주세요. 레시피 버전별 차이도 표로 정리 바랍니다."
Q140,INFORMATION,"CVD 12번의 지난 3일 막두께 균일도 분포와 Gas_Flow 알람 타임라인을 한 화면으로 요약해 주세요. 임계치 대비 여유도와 조치 이력 링크를 포함해 주세요."
Q141,INFORMATION,"Photo 15번에서 지난주 어라인먼트 실패 사례를 마스크/레시피 기준으로 분류하고, 재작업 여부와 원인 분류 결과를 표로 정리해 주세요. MTTR 분포도 함께 부탁드립니다."
Q142,INFORMATION,"PVD 2/6/11번 장비의 최근 일주일 진공 레벨/타겟 사용량/파티클 지표를 비교 리포트로 만들어 주세요. 포트별 사용 패턴과 함께 트렌드 주석을 달아 주세요."

Q143,OPTIMIZATION,"Wet 13번에서 세척 효율을 유지하면서 회전 안정도와 처리량을 함께 개선하는 용액 농도/온도/회전수 다목적 최적안을 제시해 주세요. 예상 개선폭과 리스크를 수치로 정리 바랍니다."
Q144,OPTIMIZATION,"Etcher 12번에서 라인 속도 유지와 엔드포인트 안정화 간 트레이드오프를 최소화하는 RF/가스/압력 최적 파라미터 셋을 제안해 주세요. 검증 런 수와 기대 수율 개선을 함께 제시 바랍니다."
Q145,OPTIMIZATION,"CVD 4번에서 막두께 산포와 에너지 사용량을 동시에 낮추는 히터 존/가스 플로우/압력 조합의 파레토 프론트를 제시해 주세요. 생산성 영향도 함께 평가해 주세요."
Q146,OPTIMIZATION,"Photo 8번에서 포커스/오버레이 품질을 유지하면서 보정 작업으로 인한 스루풋 저하를 최소화하는 보정 주기 최적화안을 제시해 주세요. 주기 후보와 예상 개선 폭을 수치화해 주세요."
Q147,OPTIMIZATION,"Implanter 7번에서 도즈 균일도와 처리량을 함께 끌어올리는 스캔 속도/빔 안정화/웨이퍼 온도 조합을 탐색해 주세요. 파일럿 검증 계획과 리스크 완화 조치도 포함 바랍니다."
